Sim_ID,Age,Gender,Race,Country,E1_response,E1_score,E2_response,E2_score,E3_response,E3_score,E4_response,E4_score,E5_response,E5_score,E6_response,E6_score,E7_response,E7_score,E8_response,E8_score,E9_response,E9_score,E10_response,E10_score,N1_response,N1_score,N2_response,N2_score,N3_response,N3_score,N4_response,N4_score,N5_response,N5_score,N6_response,N6_score,N7_response,N7_score,N8_response,N8_score,N9_response,N9_score,N10_response,N10_score,A1_response,A1_score,A2_response,A2_score,A3_response,A3_score,A4_response,A4_score,A5_response,A5_score,A6_response,A6_score,A7_response,A7_score,A8_response,A8_score,A9_response,A9_score,A10_response,A10_score,C1_response,C1_score,C2_response,C2_score,C3_response,C3_score,C4_response,C4_score,C5_response,C5_score,C6_response,C6_score,C7_response,C7_score,C8_response,C8_score,C9_response,C9_score,C10_response,C10_score,O1_response,O1_score,O2_response,O2_score,O3_response,O3_score,O4_response,O4_score,O5_response,O5_score,O6_response,O6_score,O7_response,O7_score,O8_response,O8_score,O9_response,O9_score,O10_response,O10_score
P314_R0,18,Female,Caucasian (North African),Canada,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P314_R1,18,Female,Caucasian (North African),Canada,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P314_R2,18,Female,Caucasian (North African),Canada,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P315_R0,18,Male,Caucasian (European),Sweden,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P315_R1,18,Male,Caucasian (European),Sweden,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P315_R2,18,Male,Caucasian (European),Sweden,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P316_R0,15,Female,Caucasian (European),United Kingdom of Great Britain and Northern Ireland,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P316_R1,15,Female,Caucasian (European),United Kingdom of Great Britain and Northern Ireland,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P316_R2,15,Female,Caucasian (European),United Kingdom of Great Britain and Northern Ireland,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P317_R0,20,Female,Other,United States of America,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P317_R1,20,Female,Other,United States of America,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P317_R2,20,Female,Other,United States of America,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P318_R0,54,Female,Caucasian (North African),Canada,rarely,2,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P318_R1,54,Female,Caucasian (North African),Canada,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P318_R2,54,Female,Caucasian (North African),Canada,often,4,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P319_R0,34,Male,Caucasian (Indian),India,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,rarely,2,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,often,4,sometimes,3,often,4,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P319_R1,34,Male,Caucasian (Indian),India,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P319_R2,34,Male,Caucasian (Indian),India,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,often,4,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P320_R0,63,Female,Caucasian (European),United States of America,rarely,2,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,often,4,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P320_R1,63,Female,Caucasian (European),United States of America,rarely,2,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P320_R2,63,Female,Caucasian (European),United States of America,rarely,2,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P321_R0,20,Female,Other,United States of America,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P321_R1,20,Female,Other,United States of America,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,often,4,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P321_R2,20,Female,Other,United States of America,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P322_R0,31,Male,South East Asian,Indonesia,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,sometimes,3,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P322_R1,31,Male,South East Asian,Indonesia,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,often,4,often,4,never,1,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P322_R2,31,Male,South East Asian,Indonesia,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P323_R0,24,Male,Other,United States of America,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P323_R1,24,Male,Other,United States of America,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P323_R2,24,Male,Other,United States of America,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,often,4,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P324_R0,17,Female,Caucasian (European),United States of America,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P324_R1,17,Female,Caucasian (European),United States of America,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P324_R2,17,Female,Caucasian (European),United States of America,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P325_R0,18,Female,Mixed Race,United States of America,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P325_R1,18,Female,Mixed Race,United States of America,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P325_R2,18,Female,Mixed Race,United States of America,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P326_R0,26,Female,Caucasian (European),Canada,often,4,sometimes,3,often,4,often,4,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,often,4,rarely,2,often,4,often,4,sometimes,3,often,4,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P326_R1,26,Female,Caucasian (European),Canada,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4
P326_R2,26,Female,Caucasian (European),Canada,often,4,rarely,2,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P327_R0,21,Female,Caucasian (European),Spain,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,often,4,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P327_R1,21,Female,Caucasian (European),Spain,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P327_R2,21,Female,Caucasian (European),Spain,often,4,rarely,2,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
P328_R0,21,Male,Caucasian (North African),Saudi Arabia,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,sometimes,3,often,4,sometimes,3,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
P328_R1,21,Male,Caucasian (North African),Saudi Arabia,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,often,4,often,4,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,often,4
